Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Reactions of gene
EG10147	b1883	1967452	1968501	PHOSPHO-CHEB // CHEB-MONOMER	MCPMETEST-RXN // CHEBDEAMID-RXN // MCPTAP-RXN // MCPTAR-RXN // MCPTRG-RXN // MCPTSR-RXN // CHEBTSRD-RXN // CHEBTRGD-RXN // CHEBTARD-RXN // CHEBTAPD-RXN
EG12249	b3523	3674786	3676108	YHJE-MONOMER	
EG11867	b3903	4094723	4095982	RHAMNISOM-MONOMER	RHAMNISOM-RXN // LYXISOM-RXN
EG10071	b1876	1960062	1961795	ARGS-MONOMER	ARGININE--TRNA-LIGASE-RXN // RXN-19498 // RXN-23905
G7635	b3140	3285478	3286269	AGAD-MONOMER	
EG11222	b2068	2146692	2147540	EG11222-MONOMER	3.2.2.21-RXN
G6666	b1330	1394891	1395922	MONOMER0-82	
EG10829	b3652	3825210	3827291	EG10829-MONOMER	RXN-11135
EG12171	b4380	4615515	4617065	EG12171-MONOMER	
G7597	b3074	3220915	3221247	G7597-MONOMER	
G7310	b2493	2614820	2615881	G7310-MONOMER	
G6646	b1302	1365550	1366815	G6646-MONOMER	GABATRANSAM-RXN // VAGL-RXN
EG11831	b3859	4042415	4043401	EG11831-MONOMER	RXN-24100 // PROTEIN-KINASE-RXN
G6764	b1453	1524481	1525980	ANSP-MONOMER	TRANS-RXN-262
EG11940	b4065	4279980	4281629	YJCE-MONOMER	
G0-10529		391739	392901	MONOMER0-4246	
G7222	b2353	2470803	2471105		
EG10604	b0087	96002	97084	PHOSNACMURPENTATRANS-MONOMER	PHOSNACMURPENTATRANS-RXN
EG10633	b0678	702811	703611	GLUCOSAMINE-6-P-DEAMIN-MONOMER	GLUCOSAMINE-6-P-DEAMIN-RXN
EG11284	b0180	202101	202556	FABZ-MONOMER	RXN-11477 // RXN-11481 // RXN0-2144 // RXN-9520 // RXN-9537 // 4.2.1.61-RXN // RXN-9533 // 4.2.1.58-RXN // 4.2.1.59-RXN // RXN-10660 // RXN-9655 // RXN-10656 // RXN-9557 // 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
G7874	b4220	4442382	4444115	G7874-MONOMER	
EG11723	b3713	3894652	3895218	EG11723-MONOMER	NQOR-RXN // RXN0-7123 // RXN0-5330 // RXN0-271 // RXN0-3381
EG10608	b3251	3400044	3401087	EG10608-MONOMER	
EG11258	b0904	953609	954466	FOCA-MONOMER	TRANS-RXN-1 // TRANS-RXN-381
EG12264	b3537	3698026	3698217	EG12264-MONOMER	
EG12386	b2664	2795674	2796336	EG12386-MONOMER	
EG11369	b4039	4252506	4253003	CHORPYRLY-MONOMER	CHORPYRLY-RXN
EG11173	b3120	3267854	3268393	EG11173-MONOMER	
G6641	b1289	1351407	1351760	G6641-MONOMER	
EG12051	b2190			EG12051-MONOMER	
G6913	b1687	1765629	1768685	G6913-MONOMER	RXN-14932
EG10780	b1308	1369689	1370003	EG10780-MONOMER	THIOSULFATE-SULFURTRANSFERASE-RXN // RXN-19033
G6450	b0865	903952	904467	G6450-MONOMER	
G6342	b0616	649582	650490	CITRYLY-MONOMER	CITLY-RXN // CITTRANS-RXN // CITRYLY-RXN
EG12800	b3194	3338466	3339248	YRBE-MONOMER	
EG11463	b3816	4001426	4002376	CORA-MONOMER	TRANS-RXN-141B // TRANS-RXN-141A // TRANS-RXN-141
EG10689	b2743	2868893	2869519	EG10689-MONOMER	2.1.1.77-RXN
G6120	b0245	263328	263669	G6120-MONOMER	
G7506	b2887	3029012	3030931	G7506-MONOMER	
G0-8894		122697	122857		
G6938	b1742	1824362	1824937	G6938-MONOMER	
EG12738	b3093	3245224	3246522	EXUT-MONOMER	TRANS-RXN-123 // TRANS-RXN-35
EG11238	b0773	807433	807909	EG11238-MONOMER	
G7493	b2874	3011461	3012393	G7493-MONOMER	
G0-10609	b4624	4527977	4528066	RNA0-333	
G6487	b0947	1006491	1007600	G6487-MONOMER	RXN0-7398
G7911	b4298	4524105	4525010	G7911-MONOMER	4.1.2.28-RXN
G7750	b4475	3555833	3556849	G7750-MONOMER	RXN-17916 // RNA-3-PHOSPHATE-CYCLASE-RXN // RXN-17930 // RXN-17931 // RXN-17928 // RXN0-6556
EG11801	b2994	3141286	3142989	HYBC-MONOMER	RXN0-7399
G7082	b2002	2076308	2076754	G7082-MONOMER	
EG11198	b3730	3913830	3915200	NAG1P-URIDYLTRANS-MONOMER	NAG1P-URIDYLTRANS-RXN // 2.3.1.157-RXN
G6162	b0291	306807	309332	G6162-MONOMER	
G0-16744	b4750	1642122	1642211	MONOMER0-4427	
G7841	b4161	4390457	4391509	G7841-MONOMER	RXN0-5462
G6298	b0542			G6298-MONOMER	
G0-17108	b4833	1418405	1418502	RNA0-426	
EG10504	b0884	926225	926443	EG10504-MONOMER	
EG10596	b1176	1225385	1226080	EG10596-MONOMER	
EG11393	b1185	1232500	1233030	MONOMER0-4142 // DSBBPROT-MONOMER	RXN-19988 // RXN-19998
EG12314	b0101	111649	111846	EG12314-MONOMER	
EG10432	b0154	173602	174882	GSAAMINOTRANS-MONOMER	GSAAMINOTRANS-RXN
EG11866	b3902	4093448	4094272	RHAMNULPALDOL-MONOMER	RHAMNULPALDOL-RXN
EG11133	b1708	1792267	1792731	EG11133-MONOMER	
G6081	b0005	5234	5530	G6081-MONOMER	
EG11150	b2481	2601201	2601818	MONOMER0-152	
EG10982	b0729	764180	765049	SUCCCOASYN-ALPHA	SUCCCOASYN-RXN
EG11086	b0083	91032	91397	EG11086-MONOMER	
G7188	b2294	2412100	2412594	G7188-MONOMER	
G7677	b3223	3370347	3371036	NANE-MONOMER	NANE-RXN
G0-10595	b4604	2303606	2303770	MONOMER0-2823	
G0-8884	b4436	2153311	2153454	RYEC-RNA	
G7395	b2665	2796337	2796786	G7395-MONOMER	
G7868	b4211	4433164	4434024	G7868-MONOMER	RXN0-5387
G0-17041	b4795	3797772	3798014	MONOMER0-4509 // MONOMER0-4508	
EG10271	b3006	3151250	3151984	EG10271-MONOMER	RXN0-1565 // TRANS-RXN0-283 // TRANS-RXN-1592 // RXN0-1682 // RXN0-1701 // RXN0-1684 // RXN0-1702 // TRANS-RXN-1598 // TRANS-RXN0-629
G6402	b0780	815739	816647	G6402-MONOMER	
EG12274	b3561	3725887	3726882	EG12274-MONOMER	
G6530	b1023	1087839	1089857	G6530-MONOMER	RXN0-5414 // RXN-19793
G6750	b1439	1510003	1511409	G6750-MONOMER	
G6285	b0516	544057	545292	G6285-MONOMER	ALLANTOATE-DEIMINASE-RXN
G7437	b2771	2896533	2897870	B2771-MONOMER	
G7209	b4661	2452356	2455001	G7209-MONOMER	
EG10540	b3458	3596451	3597560	LIVK-MONOMER	ABC-35-RXN // TRANS-RXN-312
EG12693	b1813	1896170	1896748	EG12693-MONOMER	RXN0-6562
EG12458	b4088	4311107	4312042	YJCX-MONOMER	ABC-42-RXN
G0-10467	b4553	3725413	3725712	MONOMER0-2689	
EG11359	b3335	3465543	3466220	EG11359-MONOMER	3.4.23.43-RXN
G7870	b4215	4437707	4438645	G7870-MONOMER	
G6521	b1010	1071773	1072159	G6521-MONOMER	RXN0-6452
EG11345	b1132	1191990	1192631	EG11345-MONOMER	
EG12369	b1769	1852621	1853979	YDJE-MONOMER	
G7876	b4222	4447894	4448235	G7876-MONOMER	
EG11415	b0812	848408	848911	EG11415-MONOMER	
G7938	b4342	4572414	4573931	G7938-MONOMER	
G6791	b1501	1584207	1586486	G6791-MONOMER	
G0-16722	b4727	113244	113288	MONOMER0-4404	
G7376	b2641	2772167	2773182	G7376-MONOMER	
EG10382	b3729	3911839	3913668	L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
G6460	b0877	918128	919120	G6460-MONOMER	
G6993	b1809	1893367	1893711	G6993-MONOMER	
G6859	b1601	1673913	1674947	G6859-MONOMER	TRANS-RXN0-453
G6293	b0533	562336	563319	G6293-MONOMER	
G6811	b1525	1613315	1614703	G6811-MONOMER	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // RXN-8182
G0-10443	b4518	1068081	1068254	MONOMER0-2665	
EG11472	b3832	4017333	4018760	EG11472-MONOMER	
G6474	b0926	983075	983623	G6474-MONOMER	RXN0-5407
G0-10615	b4628	266776	266967		
G7476	b2856	2994937	2995092	G7476-MONOMER	
G6088	b0034	34300	34695	G6088-MONOMER	
EG10463	b0161	180884	182308	EG10463-MONOMER	3.4.21.107-RXN
EG12188	b2829	2966188	2968434	MONOMER0-4291 // EG12188-MONOMER	
EG12882	b2988	3136663	3138522	GSP-MONOMER	GSPSYN-RXN // GSPAMID-RXN
EG10642	b1223	1277957	1279348	NARK-MONOMER	TRANS-RXN0-239
EG12172	b1103	1161885	1162244	EG12172-MONOMER	RXN0-4121
EG12270	b3550	3713652	3714092	EG12270-MONOMER	RXN0-7160 // RXN-25385
G7210	b2339	2455083	2455646	G7210-MONOMER	
EG12027	b2158	2249717	2250766	EG12027-MONOMER	
EG11924	b4027	4236262	4236900	EG11924-MONOMER	
EG10470	b0974	1035066	1035773	HYAC-MONOMER	RXN0-5256 // RXN-16420
G0-16656	b4641	2068261	2068419		
G0-17114	b4837	4049917	4049964	MONOMER0-4560	
EG12313	b0102	111856	112599	EG12313-MONOMER	
EG11210	b4109	4327135	4329363	EG11210-MONOMER	
G0-10585	b4589	580251	580445	MONOMER0-2814	
G7933	b4336	4565966	4567246	G7933-MONOMER	
G0-10431	b4503	239190	239378	MONOMER0-2653	
EG12205	b1558	1641855	1642067	EG12205-MONOMER	
EG11565	b0044	45463	45750	EG11565-MONOMER	
EG10042	b0111	119281	120135	EG10042-MONOMER	
G6422	b0819	854824	855744	G6422-MONOMER	RXN0-5401
EG12799	b3193	3337910	3338461	EG12799-MONOMER	
EG11458	b3794	3979956	3980696	UDPMANACATRANS-MONOMER	UDPMANACATRANS-RXN
EG11879	b3929	4118845	4119330	EG11879-MONOMER	
EG11501	b4117	4338254	4340521	ARGDECARBOXDEG-MONOMER	ARGDECARBOX-RXN
EG11574	b0068	74497	75480	SFUA-MONOMER	ABC-32-RXN
EG12120	b1234	1289245	1290150	EG12120-MONOMER	
EG11759	b1271	1328354	1329112	EG11759-MONOMER	
EG12308	b2561	2698759	2699607	EG12308-MONOMER	
EG10590	b3940	4129835	4132267	ASPKINIIHOMOSERDEHYDROGII-MONOMER	ASPARTATEKIN-RXN // HOMOSERDEHYDROG-RXN
G6667	b1331	1396112	1397092	MONOMER0-4236	
EG11351	b3628	3803058	3804137	EG11351-MONOMER	RXN0-5124
EG12874	b0412	432312	432851	EG12874-MONOMER	
EG10436	b4174	4402038	4403297	EG10436-MONOMER	RXN-21299
EG12380	b3415	3546559	3547875	GNTT-MONOMER	TRANS-RXN0-209
G6922	b1699	1781395	1782684	G6922-MONOMER	
EG10743	b3164	3309033	3311168	EG10743-MONOMER	2.7.7.8-RXN // RXN0-7463 // RXN0-7477 // RXN0-7482 // RXN0-7483
G6155	b0284	298736	300934	G6155-MONOMER	CARBOXYLATE-REDUCTASE-RXN // RXN-24042 // RXN-24038
EG12539	b4265	4491206	4492525	YJGT-MONOMER	TRANS-RXN0-228 // TRANS-RXN0-209 // TRANS-RXN-181A
G0-10587	b4591	813114	813251		
EG10406	b3653	3827460	3828665	GLTS-MONOMER	TRANS-RXN-122
EG11334	b3647	3819488	3821170	EG11334-MONOMER	DNA-LIGASE-NAD+-RXN // RXN-17920 // RXN-17918 // RXN-17919
EG50001	b3186	3333140	3333451	EG50001-MONOMER	
G7885	b4255	4478473	4478889	G7885-MONOMER	
EG10442	b1508	1592176	1592442	EG10442-MONOMER	
G6363	b0660	692338	693378	G6363-MONOMER	
EG10751	b1124	1182826	1183620	POTC-MONOMER	ABC-24-RXN // ABC-25-RXN
EG11699	b0755	786843	787595	GPMA-MONOMER	RXN-15513 // RXN-15509 // RXN-15510 // RXN-15511 // RXN-15512
EG12179	b0623	657292	657501	EG12179-MONOMER	
G6960	b1773	1856933	1857769	G6960-MONOMER	RXN-21532
G0-10629	b4666	3195141	3195200	MONOMER0-2855	
EG11631	b0856	896134	897087	POTH-MONOMER	ABC-25-RXN
G6720	b1399	1463539	1464489	G6720-MONOMER	
M009	b2538	2669032	2670393	PHENYLPRODIOXY-MONOMER	RXN-12072 // HCAMULTI-RXN
EG10236	b4052	4264314	4265729	EG10236-MONOMER	RXN0-4261
EG10561	b3416	3547986	3550070	AMYLOMALT-MONOMER	AMYLOMALT-RXN // RXN-14261 // RXN-14260 // MALTODEG-RXN // RXN0-7347
G7450	b2792	2923784	2924113	G7450-MONOMER	
EG10749	b1126	1184458	1185594	POTA-MONOMER	ABC-24-RXN // ABC-25-RXN
G7471	b2851	2991268	2991759	G7471-MONOMER	
EG10734	b3728	3910485	3911525	PSTS-MONOMER	ABC-27-RXN // RXN-22326
EG30108	b1230	1287244	1287328	tyrV-tRNA	
G6516	b1005	1067918	1068148		
EG10003	b2413	2531463	2532224	EG10003-MONOMER	TRANS-RXN0-586
G7423	b2747	2871780	2872490	G7423-MONOMER	2.7.7.60-RXN
EG10951	b4387	4624145	4624789	EG10951-MONOMER	
G7371	b2636	2770681	2771124	G7371-MONOMER	
EG10543	b0116	127912	129336	E3-MONOMER	PYRUVDEH-RXN // RXN0-1134 // RXN-12583 // RXN-12508 // RXN0-1133 // GCVMULTI-RXN // GCVP-RXN // GCVT-RXN // 2OXOGLUTARATEDEH-RXN // 2OXOGLUTDECARB-RXN // RXN0-1147 // 1.8.1.4-RXN // RXN-8629 // RXN0-1132 // RXN-7716 // RXN-15119
EG12033	b2165	2257429	2258367	EG12033-MONOMER	RXN0-5398
EG10375	b3741	3923744	3925633	EG10375-MONOMER	RXN-18710 // RXN0-7068 // RXN0-7083
EG10946	b0907	957653	958741	PSERTRANSAM-MONOMER	PSERTRANSAM-RXN // PSERTRANSAMPYR-RXN // SUCCINYLDIAMINOPIMTRANS-RXN
EG11646	b2166	2258355	2259296	EG11646-MONOMER	PSEUDOURIDINE-KINASE-RXN
EG10194	b2751	2873992	2875419	CYSN-MONOMER	SULFATE-ADENYLYLTRANS-RXN
EG10238	b0184	205126	208608	EG10238-MONOMER	DNA-DIRECTED-DNA-POLYMERASE-RXN
G6255	b0465	486536	489898	G6255-MONOMER	TRANS-RXN-86
G6175	b0305	320227	321081	G6175-MONOMER	
EG11803	b2992	3140311	3140799	EG11803-MONOMER	
EG10652	b0019	17489	18655	NHAA-MONOMER	TRANS-RXN-129 // TRANS-RXN-292
EG10975	b2576	2712896	2714230	EG10975-MONOMER	RXN-24178
EG10040	b4150	4377811	4378944	EG10040-MONOMER	BETA-LACTAMASE-RXN
EG12024	b2142	2231019	2231714	EG12024-MONOMER	
EG12431	b1299	1361911	1362468	EG12431-MONOMER	
EG10273	b0954	1015952	1016470	FABA-MONOMER	RXN-9520 // RXN-9537 // 4.2.1.61-RXN // RXN-9533 // 4.2.1.58-RXN // 4.2.1.59-RXN // RXN-10660 // RXN-9655 // RXN-10656 // 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN // 5.3.3.14-RXN
EG10904	b3303	3444726	3445229	EG10904-MONOMER	
EG11079	b0025	21407	22348	RIBF-MONOMER	RIBOFLAVINKIN-RXN // FADSYN-RXN
G7104	b2059	2132558	2133397	G7104-MONOMER	RXN-22216
EG10032	b0474	497175	497819	ADENYL-KIN-MONOMER	ADENYL-KIN-RXN // UDPKIN-RXN // CDPKIN-RXN // GDPKIN-RXN // DGDPKIN-RXN // DCDPKIN-RXN // DTDPKIN-RXN // RXN-14074
EG10227	b1575	1649609	1649797	EG10227-MONOMER	
G6319	b0571	594760	595443	MONOMER0-4180 // G6319-MONOMER	
G6498	b0964	1027111	1027773	G6498-MONOMER	
EG50008	b4236	4459488	4459855		
EG10012	b0886	927474	929195	CYDC-MONOMER	TRANS-RXN-1540 // RXN0-21 // RXN0-3
EG11139	b1908	1990954	1991619	EG11139-MONOMER	
G0-17092	b4817	1755496	1755690	MONOMER0-4545	
G6955	b1760	1841863	1842135	G6955-MONOMER	
EG11683	b3646	3818874	3819491	EG11683-MONOMER	
EG12153	b1469	1542672	1544060	NARU-MONOMER	TRANS-RXN0-239
G0-17047	b4801	4518372	4518440	MONOMER0-4515	
G6343	b0617	650487	650783	ACPSUB-MONOMER	CITLY-RXN // CITTRANS-RXN // CITRYLY-RXN
EG30079	b3758	3943704	3946607	RRLC-RRNA	
EG12311	b2524	2656536	2656736	EG12311-MONOMER	
EG12446	b2602	2741360	2741725	EG12446-MONOMER	
G0-17032	b4786	3111266	3111325	MONOMER0-4498	
EG11586	b3993	4193569	4194204	THIE-MONOMER	RXN-12610 // RXN-12611 // THI-P-SYN-RXN
EG10662	b1633	1711523	1712158	EG10662-MONOMER	RXN0-2601 // RXN-20478 // RXN-21261
EG11920	b4021	4229453	4230142	EG11920-MONOMER	3.4.13.21-RXN
G0-8874	b4457	4051036	4051281	CSRC-RNA	
G7342	b2548	2678384	2679367	G7342-MONOMER	
G7397	b2667	2797211	2797510	G7397-MONOMER	
G6409	b0792	825002	826108	YBHR-MONOMER	TRANS-RXN-366
G0-9611	b4429	1492119	1492175	RNA0-165	
G6615	b1178	1227071	1227472	G6615-MONOMER	
G6418	b0815	851014	852597	G6418-MONOMER	RXN-15210
EG12067	b2206	2300267	2302753	NAPA-MONOMER	NITRATE-REDUCTASE-CYTOCHROME-RXN
EG11533	b1205	1258791	1259069	EG11533-MONOMER	
EG10394	b3426	3562013	3563518	AERGLYC3PDEHYDROG-MONOMER	RXN0-5260
EG11932	b4049	4261669	4262706	EG11932-MONOMER	RXN0-1281
EG11003	b0436	455133	456431	EG11003-MONOMER	PEPTIDYLPROLYL-ISOMERASE-RXN
EG10466	b4000	4200281	4200553	EG10466-MONOMER	
EG10112	b0314	329463	331496	BETT-MONOMER	TRANS-RXN-99
EG11525	b3484	3624378	3625514	EG11525-MONOMER	
EG12042	b2181	2277893	2278237	EG12042-MONOMER	
EG12062	b2204	2298715	2299578	NAPH-MONOMER	RXN-18584
EG10066	b3359	3488960	3490180	ACETYLORNTRANSAM-MONOMER	ACETYLORNTRANSAM-RXN // SUCCINYLDIAMINOPIMTRANS-RXN
EG10698	b3847	4031161	4032492	EG10698-MONOMER	3.4.13.9-RXN
G6907	b1681	1760520	1761791	G6907-MONOMER	
EG11502	b0196	219591	219995	RCSF-MONOMER	
G7637	b3142	3287426	3288010	G7637-MONOMER	
EG12053	b2195	2292407	2292964	EG12053-MONOMER	RXN-21421 // RXN-21424 // RXN-21425
EG10631	b2574	2710420	2712042	L-ASPARTATE-OXID-MONOMER	L-ASPARTATE-OXID-RXN // RXN-9772
G0-10651	b4685	3307853	3307933	MONOMER0-2878	
G6179	b0309	324408	324620		
G6141	b0269	283201	285168	G6141-MONOMER	XYLONATE-DEHYDRATASE-RXN
EG10733	b0400	417889	419184	PHOR-MONOMER	2.7.13.3-RXN // RXN0-7329
G7657	b3190	3336549	3336803	G7657-MONOMER	
EG11930	b4047	4260321	4260575	EG11930-MONOMER	
G6405	b0788	821542	822498	G6405-MONOMER	
EG11338	b1051	1113807	1114181	EG11338-MONOMER	
EG10025	b0115	125695	127587	ACEF-DIHYDROLIPOATE // ACEF-S-ACETYLDIHYDROLIPOATE // ACEF-LIPOATE // E2P-MONOMER	PYRUVDEH-RXN // RXN0-1134 // RXN-12583 // RXN-12508 // RXN0-1132 // RXN0-1133
EG10390	b0680	706093	707757	GLNS-MONOMER	GLUTAMINE--TRNA-LIGASE-RXN // RXN-23894 // RXN-23911
EG12663	b0652	684530	685255	GLTL-MONOMER	TRANS-RXN0-222 // ABC-13-RXN
EG10806	b1062	1121561	1122607	DIHYDROOROT-MONOMER	DIHYDROOROT-RXN
EG11622	b0449	470636	472417	MDLB-MONOMER	
G7474	b2854	2993939	2994441	G7474-MONOMER	
G6844	b1586	1657565	1657870	G6844-MONOMER	
EG11084	b0081	89634	90092	EG11084-MONOMER	
EG10292	b4292	4516764	4517717	EG10292-MONOMER	
EG11918	b4002	4201263	4201688	EG11918-MONOMER	
G7738	b3394	3521433	3521972	G7738-MONOMER	
G6244	b0443	464402	464800	G6244-MONOMER	RXN0-5390
G7893	b4267	4493375	4494406	IDONDEHYD-MONOMER	RXN-12107 // L-IDONATE-2-DEHYDROGENASE-RXN // 1.1.1.264-RXN
EG10175	b0340	359489	359959	CYANLY-MONOMER	R524-RXN
EG30037	b2864	2998984	2999057	glyU-tRNA	
G7056	b1968	2036794	2038152	G7056-MONOMER	2.7.13.3-RXN
EG11973	b0140	155461	156201	EG11973-MONOMER	
G0-10650	b4683	2989819	2989899	MONOMER0-2877	
G7190	b2298	2417081	2418601	G7190-MONOMER	
G7049	b1956	2026323	2028017	G7049-MONOMER	RXN0-5359
G7551	b2985	3133244	3133957	G7551-MONOMER	
EG11059	b2319	2435636	2436649	EG11059-MONOMER	
EG11394	b3963	4161067	4161771	EG11394-MONOMER	
EG10130	b1270	1327767	1328357	COBALADENOSYLTRANS-MONOMER	BTUR2-RXN // RXN-19342 // RXN-19343 // COBALADENOSYLTRANS-RXN
G7675	b3221	3369014	3369478	G7675-MONOMER	RXN0-7389
EG11722	b3712	3893881	3894630	EG11722-MONOMER	
EG12878	b2910	3055612	3055941	EG12878-MONOMER	
G6302	b0546	571454	572251	G6302-MONOMER	
EG11435	b1530	1619120	1619554	PD00364	
EG10791	b2476	2596905	2597618	SAICARSYN-MONOMER	SAICARSYN-RXN
G6115	b0231	250898	251953	G6115-MONOMER	RXN-20927 // DNA-DIRECTED-DNA-POLYMERASE-RXN
EG10060	b0396	411297	412481	ARAJ-MONOMER	
EG10984	b0958	1020410	1020919	EG10984-MONOMER	
G6178	b0308	323758	324453	G6178-MONOMER	
G6903	b1675	1754932	1755141	G6903-MONOMER	FUMHYDR-RXN
G6495	b0960	1021730	1023883	G6495-MONOMER	
G6399	b0769	800759	801811	G6399-MONOMER	
G6919	b1696	1778390	1779301	G6919-MONOMER	
G7260	b2419	2537342	2537716	G7260-MONOMER	
G7826	b4124	4349315	4350034	PHOSPHO-DCUR-MONOMER // DCUR-MONOMER	
G6820	b1546	1634310	1634885	G6820-MONOMER	
EG10132	b4132	4358697	4360031	CADB-MONOMER	TRANS-RXN-68 // TRANS-RXN0-212
G0-17034	b4788	3573660	3573701	MONOMER0-4500	
EG12870	b1322	1385511	1386572	EG12870-MONOMER	
EG11049	b3451	3589182	3590027	UGPE-MONOMER	ABC-34-RXN // TRANS-RXN0-573
G7383	b2648	2783065	2783304	G7383-MONOMER	
EG10261	b0593	624885	626060	ENTC-MONOMER	ISOCHORSYN-RXN
EG11451	b3786	3970133	3971263	UDPGLCNACEPIM-MONOMER	UDPGLCNACEPIM-RXN
EG10021	b4352	4587909	4588865	EG10021-MONOMER	RXN0-5462
EG11496	b0236	253702	254202	EG11496-MONOMER	
G6419	b0816	852671	852940		
EG11507	b3179	3327035	3327664	EG11507-MONOMER	RXN-11845
G6830	b1559	1642489	1643241	G6830-MONOMER	
G7475	b2855	2994460	2994903	G7475-MONOMER	
EG10314	b4319	4548285	4548788	EG10314-MONOMER	
G6435	b0835	876710	878035	G6435-MONOMER	RXN0-6366
EG10903	b3296	3441055	3441675	EG10903-MONOMER	
G6851	b1593	1666524	1667219	G6851-MONOMER	DETHIOBIOTIN-SYN-RXN // RXN1ZN3-9 // RXN1ZN3-10
G7055	b1967	2035835	2036686	G7055-MONOMER	RXN-17630 // RXN-17634 // RXN-17632 // GLYOXIII-RXN
G6970	b1784	1868955	1870238	G6970-MONOMER	
EG10615	b3599	3772281	3774194	MTLA-MONOMER	TRANS-RXN-156 // TRANS-RXN-169
EG12321	b0128	143702	144472	YADH-MONOMER	
G6718	b1397	1460893	1462098	G6718-MONOMER	RXN0-6512 // RXN-3641
G6631	b1228	1286709	1286984	G6631-MONOMER	
G0-10652	b4679	2228982	2229065	MONOMER0-2879	
G6888	b1648	1725681	1725920	G6888-MONOMER	
EG10445	b2022	2093468	2094535	IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER	IMIDPHOSDEHYD-RXN // HISTIDPHOS-RXN
EG10981	b0728	763014	764180	SUCCCOASYN-BETA	SUCCCOASYN-RXN
EG11309	b1406	1474221	1475081	EG11309-MONOMER	PYRIDOXINE-4-DEHYDROGENASE-RXN // RXN0-7143
G7641	b3146	3292475	3293335	G7641-MONOMER	RXN-11637
EG10037	b2212	2308691	2309341	EG10037-MONOMER	RXN-18737 // RXN-18738 // RXN0-986 // RXN0-7275 // RXN0-7280 // RXN-18739 // RXN-21233 // RXN-21235 // RXN-21236 // RXN0-7484
EG12319	b0126	142008	142670	EG12319-MONOMER	RXN0-5224
G7311	b2494	2616094	2617557	G7311-MONOMER	3.4.21.107-RXN
EG10934	b0722	755560	755907	SDH-MEMB2	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
EG10312	b4313	4542037	4542633	EG10312-MONOMER	
G7018	b1858	1942662	1943417	ZNUC-MONOMER	ABC-63-RXN
EG12327	b0138	152243	152812	EG12327-MONOMER	
EG11398	b3510	3656408	3656740	EG11398-MONOMER	
EG11657	b0495	519733	520419	YBBA-MONOMER	
G7043	b4495	2011223	2012351	G7043-MONOMER	
G0-10459	b4542	2215657	2215764	MONOMER0-2681	
M015	b2539	2670390	2670908	HCAA2-MONOMER	RXN-12072 // HCAMULTI-RXN
G7708	b3330	3461974	3462351	G7708-MONOMER	TRANS-RXN-510
EG10587	b4019	4223828	4227511	HOMOCYSMETB12-MONOMER	HOMOCYSMET-RXN // HOMOCYSMETB12-RXN // RXN-21538 // RXN-21539
EG11843	b3878	4067240	4069276	EG11843-MONOMER	RXN-17701 // RXN-17700
EG10843	b3905	4097736	4098572	PD00221	
EG12548	b4296	4520671	4522020	YJHF-MONOMER	
G0-16664	b4648	3750813	3750914		
EG12397	b0944	1003947	1004657	EG12397-MONOMER	
EG11388	b1925	2005303	2005713	EG11388-MONOMER	
EG11332	b2498	2620246	2620872	URACIL-PRIBOSYLTRANS-MONOMER	URACIL-PRIBOSYLTRANS-RXN
G0-8913	b4447	3194721	3194865	C0730-RNA	
EG11659	b1928	2007677	2008090	EG11659-MONOMER	
G6381	b0712	744243	745175	G6381-MONOMER	5-OXOPROLINASE-ATP-HYDROLYSING-RXN
G0-16679	b4708	279931	280104		
G7271	b2439	2555741	2556400	G7271-MONOMER	
G6392	b0749	781577	781652	RNA0-303	
G6792	b1502	1586820	1587734	G6792-MONOMER	
G7362	b2627	2761351	2763540	G7362-MONOMER	
G7525	b2949	3093500	3093916	G7525-MONOMER	
EG12235	b3501	3648528	3648881	EG12235-MONOMER	
EG10201	b0632	662752	663963	EG10201-MONOMER	RXN-16649 // BETA-LACTAMASE-RXN // 3.4.17.8-RXN // RXN-19249 // RXN-19253
G6295	b0539	566098	566361	G6295-MONOMER	
EG50006	b2441	2557318	2558679	EUTB-MONOMER	ETHAMLY-RXN
G6728	b1409	1478226	1479122	G6728-MONOMER	
EG10323	b1945	2020087	2021091	FLIM-FLAGELLAR-C-RING-SWITCH	
G6123	b0248	264748	265206	G6123-MONOMER	
G7699	b3283	3431420	3431962	G7699-MONOMER	
EG11266	b3615	3789047	3790081	EG11266-MONOMER	RXN-14361
G6976	b1790	1874755	1875576	G6976-MONOMER	
G6395	b0761	793856	794644	MONOMER0-185	
G0-10469	b4555	3840215	3840508	MONOMER0-2691	
EG11783	b2622	2756159	2757400	EG11783-MONOMER	
EG10163	b3911	4103602	4104975	CPXA-MONOMER	2.7.13.2-RXN // RXN0-7299
G7408	b2690	2816937	2817503	G7408-MONOMER	RXN0-5186
EG10549	b2838	2977637	2978899	DIAMINOPIMDECARB-MONOMER	DIAMINOPIMDECARB-RXN
